review_time_s,available_time_s,available_time_h,success,reviewed_assets,accepted_assets
10,32455,9,0.01,3245,32
10,87147,24,0.01,8714,87
10,81568,22,0.01,8156,81
10,42527,11,0.01,4252,42
10,67761,18,0.01,6776,67
10,141087,39,0.01,14108,141
10,444420,123,0.01,44442,444
10,100691,27,0.01,10069,100
10,26602,7,0.01,2660,26
10,63559,17,0.01,6355,63
10,63387,17,0.01,6338,63
10,86866,24,0.01,8686,86
10,5680,1,0.01,568,5
10,118684,32,0.01,11868,118
10,59252,16,0.01,5925,59
10,90028,25,0.01,9002,90
10,65737,18,0.01,6573,65
10,85826,23,0.01,8582,85
10,100388,27,0.01,10038,100
10,119017,33,0.01,11901,119
10,96878,26,0.01,9687,96
10,57623,16,0.01,5762,57
10,118320,32,0.01,11832,118
10,76142,21,0.01,7614,76
10,135572,37,0.01,13557,135
10,45336,12,0.01,4533,45
10,131498,36,0.01,13149,131
10,19262,5,0.01,1926,19
10,17838,4,0.01,1783,17
10,114070,31,0.01,11407,114
10,127360,35,0.01,12736,127
10,84956,23,0.01,8495,84
10,12829,3,0.01,1282,12
10,71199,19,0.01,7119,71
10,118832,33,0.01,11883,118
10,136687,37,0.01,13668,136
10,13047,3,0.01,1304,13
10,194708,54,0.01,19470,194
10,50797,14,0.01,5079,50
10,136849,38,0.01,13684,136
10,138042,38,0.01,13804,138
10,281852,78,0.01,28185,281
10,112733,31,0.01,11273,112
10,372202,103,0.01,37220,372
10,93156,25,0.01,9315,93
10,271109,75,0.01,27110,271
10,55039,15,0.01,5503,55
10,113121,31,0.01,11312,113
10,100104,27,0.01,10010,100
10,45734,12,0.01,4573,45
10,71310,19,0.01,7131,71
10,34707,9,0.01,3470,34
10,63325,17,0.01,6332,63
10,35449,9,0.01,3544,35
10,369856,102,0.01,36985,369
10,92676,25,0.01,9267,92
10,135597,37,0.01,13559,135
10,86410,24,0.01,8641,86
10,18484,5,0.01,1848,18
10,88747,24,0.01,8874,88
10,14266,3,0.01,1426,14
10,68829,19,0.01,6882,68
10,27368,7,0.01,2736,27
10,29595,8,0.01,2959,29
10,534309,148,0.01,53430,534
10,579019,160,0.01,57901,579
10,64273,17,0.01,6427,64
10,54434,15,0.01,5443,54
10,61385,17,0.01,6138,61
10,67143,18,0.01,6714,67
10,992958,275,0.01,99295,992
10,3119,0,0.01,311,3
10,122614,34,0.01,12261,122
10,40428,11,0.01,4042,40
10,50889,14,0.01,5088,50
10,119173,33,0.01,11917,119
10,24623,6,0.01,2462,24
10,122880,34,0.01,12288,122
10,103528,28,0.01,10352,103
10,53820,14,0.01,5382,53
10,869671,241,0.01,86967,869
10,124133,34,0.01,12413,124
10,66498,18,0.01,6649,66
10,115686,32,0.01,11568,115
10,12462,3,0.01,1246,12
10,38279,10,0.01,3827,38
10,110828,30,0.01,11082,110
10,67554,18,0.01,6755,67
10,115734,32,0.01,11573,115
10,24034,6,0.01,2403,24
10,54381,15,0.01,5438,54
10,10551,2,0.01,1055,10
10,102725,28,0.01,10272,102
10,129698,36,0.01,12969,129
10,65605,18,0.01,6560,65
10,14854,4,0.01,1485,14
10,477220,132,0.01,47722,477
10,240822,66,0.01,24082,240
10,102492,28,0.01,10249,102
10,28124,7,0.01,2812,28
10,29982,8,0.01,2998,29
10,140945,39,0.01,14094,140
10,45593,12,0.01,4559,45
10,38924,10,0.01,3892,38
10,116551,32,0.01,11655,116
10,2769,0,0.01,276,2
10,89553,24,0.01,8955,89
10,32389,8,0.01,3238,32
10,615051,170,0.01,61505,615
10,22794,6,0.01,2279,22
10,17959,4,0.01,1795,17
10,59133,16,0.01,5913,59
10,106612,29,0.01,10661,106
10,50000,13,0.01,5000,50
10,126774,35,0.01,12677,126
10,103798,28,0.01,10379,103
10,91048,25,0.01,9104,91
10,90040,25,0.01,9004,90
10,14706,4,0.01,1470,14
10,14961,4,0.01,1496,14
10,187063,51,0.01,18706,187
10,79098,21,0.01,7909,79
10,67908,18,0.01,6790,67
10,742728,206,0.01,74272,742
10,31726,8,0.01,3172,31
10,64334,17,0.01,6433,64
10,423174,117,0.01,42317,423
10,116332,32,0.01,11633,116
10,20931,5,0.01,2093,20
10,46503,12,0.01,4650,46
10,13411,3,0.01,1341,13
10,20316,5,0.01,2031,20
10,581900,161,0.01,58190,581
10,6907,1,0.01,690,6
10,20439,5,0.01,2043,20
10,542733,150,0.01,54273,542
10,76877,21,0.01,7687,76
10,106698,29,0.01,10669,106
10,609,0,0.01,60,0
10,114421,31,0.01,11442,114
10,25690,7,0.01,2569,25
10,665547,184,0.01,66554,665
10,19635,5,0.01,1963,19
10,837453,232,0.01,83745,837
10,78970,21,0.01,7897,78
10,94341,26,0.01,9434,94
10,907363,252,0.01,90736,907
10,529989,147,0.01,52998,529
10,70893,19,0.01,7089,70
10,59535,16,0.01,5953,59
10,75779,21,0.01,7577,75
10,117812,32,0.01,11781,117
10,35617,9,0.01,3561,35
10,120588,33,0.01,12058,120
10,23926,6,0.01,2392,23
10,112440,31,0.01,11244,112
10,51360,14,0.01,5136,51
10,943132,261,0.01,94313,943
10,31457,8,0.01,3145,31
10,94311,26,0.01,9431,94
10,101184,28,0.01,10118,101
10,97863,27,0.01,9786,97
10,8755,2,0.01,875,8
10,196750,54,0.01,19675,196
10,96996,26,0.01,9699,96
10,831166,230,0.01,83116,831
10,74196,20,0.01,7419,74
10,83627,23,0.01,8362,83
10,73411,20,0.01,7341,73
10,37891,10,0.01,3789,37
10,1362,0,0.01,136,1
10,55552,15,0.01,5555,55
10,375956,104,0.01,37595,375
10,537808,149,0.01,53780,537
10,56729,15,0.01,5672,56
10,68870,19,0.01,6887,68
10,31916,8,0.01,3191,31
10,142116,39,0.01,14211,142
10,120766,33,0.01,12076,120
10,140347,38,0.01,14034,140
10,84344,23,0.01,8434,84
10,503872,139,0.01,50387,503
10,133714,37,0.01,13371,133
10,30207,8,0.01,3020,30
10,143778,39,0.01,14377,143
10,407070,113,0.01,40707,407
10,134085,37,0.01,13408,134
10,118859,33,0.01,11885,118
10,129233,35,0.01,12923,129
10,50333,13,0.01,5033,50
10,533313,148,0.01,53331,533
10,31081,8,0.01,3108,31
10,3966,1,0.01,396,3
10,916773,254,0.01,91677,916
10,66511,18,0.01,6651,66
10,101142,28,0.01,10114,101
10,83869,23,0.01,8386,83
10,131071,36,0.01,13107,131
10,62900,17,0.01,6290,62
10,131897,36,0.01,13189,131
10,81389,22,0.01,8138,81
10,97547,27,0.01,9754,97
10,124751,34,0.01,12475,124
10,142108,39,0.01,14210,142
10,94342,26,0.01,9434,94
10,134124,37,0.01,13412,134
10,438257,121,0.01,43825,438
10,105783,29,0.01,10578,105
10,111831,31,0.01,11183,111
10,69747,19,0.01,6974,69
10,31772,8,0.01,3177,31
10,110594,30,0.01,11059,110
10,27164,7,0.01,2716,27
10,470601,130,0.01,47060,470
10,45267,12,0.01,4526,45
10,85188,23,0.01,8518,85
10,715351,198,0.01,71535,715
10,17991,4,0.01,1799,17
10,48596,13,0.01,4859,48
10,873344,242,0.01,87334,873
10,59428,16,0.01,5942,59
10,7093,1,0.01,709,7
10,124598,34,0.01,12459,124
10,61660,17,0.01,6166,61
10,9650,2,0.01,965,9
10,52063,14,0.01,5206,52
10,79028,21,0.01,7902,79
10,61454,17,0.01,6145,61
10,106351,29,0.01,10635,106
10,100906,28,0.01,10090,100
10,106509,29,0.01,10650,106
10,57654,16,0.01,5765,57
10,26069,7,0.01,2606,26
10,53086,14,0.01,5308,53
10,12096,3,0.01,1209,12
10,91803,25,0.01,9180,91
10,63184,17,0.01,6318,63
10,99179,27,0.01,9917,99
10,21639,6,0.01,2163,21
10,45970,12,0.01,4597,45
10,93581,25,0.01,9358,93
10,658010,182,0.01,65801,658
10,854466,237,0.01,85446,854
10,62497,17,0.01,6249,62
10,4981,1,0.01,498,4
10,81252,22,0.01,8125,81
10,76679,21,0.01,7667,76
10,46838,13,0.01,4683,46
10,154742,42,0.01,15474,154
10,64397,17,0.01,6439,64
10,213921,59,0.01,21392,213
10,632866,175,0.01,63286,632
10,33573,9,0.01,3357,33
10,122631,34,0.01,12263,122
10,52803,14,0.01,5280,52
10,12591,3,0.01,1259,12
10,56408,15,0.01,5640,56
10,120954,33,0.01,12095,120
10,131766,36,0.01,13176,131
10,108464,30,0.01,10846,108
10,137237,38,0.01,13723,137
10,593194,164,0.01,59319,593
10,28822,8,0.01,2882,28
10,93567,25,0.01,9356,93
10,84487,23,0.01,8448,84
10,126400,35,0.01,12640,126
10,17460,4,0.01,1746,17
10,58166,16,0.01,5816,58
10,999642,277,0.01,99964,999
10,127978,35,0.01,12797,127
10,136385,37,0.01,13638,136
10,39322,10,0.01,3932,39
10,46491,12,0.01,4649,46
10,31318,8,0.01,3131,31
10,111193,30,0.01,11119,111
10,733024,203,0.01,73302,733
10,61167,16,0.01,6116,61
10,23528,6,0.01,2352,23
10,46985,13,0.01,4698,46
10,590316,163,0.01,59031,590
10,5859,1,0.01,585,5
10,59729,16,0.01,5972,59
10,49666,13,0.01,4966,49
10,29447,8,0.01,2944,29
10,81866,22,0.01,8186,81
10,2374,0,0.01,237,2
10,81004,22,0.01,8100,81
10,25703,7,0.01,2570,25
10,99337,27,0.01,9933,99
10,271940,75,0.01,27194,271
10,763867,212,0.01,76386,763
10,30626,8,0.01,3062,30
10,102646,28,0.01,10264,102
10,14172,3,0.01,1417,14
10,31146,8,0.01,3114,31
10,39920,11,0.01,3992,39
10,49706,13,0.01,4970,49
10,27307,7,0.01,2730,27
10,491682,136,0.01,49168,491
10,71939,19,0.01,7193,71
10,84934,23,0.01,8493,84
10,94447,26,0.01,9444,94
10,138059,38,0.01,13805,138
10,116947,32,0.01,11694,116
10,44351,12,0.01,4435,44
10,961292,267,0.01,96129,961
10,175508,48,0.01,17550,175
10,22210,6,0.01,2221,22
10,45287,12,0.01,4528,45
10,72352,20,0.01,7235,72
10,57870,16,0.01,5787,57
10,43895,12,0.01,4389,43
10,50984,14,0.01,5098,50
10,114903,31,0.01,11490,114
10,123720,34,0.01,12372,123
10,52674,14,0.01,5267,52
10,75135,20,0.01,7513,75
10,254329,70,0.01,25432,254
10,54819,15,0.01,5481,54
10,116706,32,0.01,11670,116
10,142555,39,0.01,14255,142
10,685530,190,0.01,68553,685
10,75036,20,0.01,7503,75
10,104848,29,0.01,10484,104
10,64989,18,0.01,6498,64
10,781242,217,0.01,78124,781
10,456520,126,0.01,45652,456
10,139196,38,0.01,13919,139
10,134126,37,0.01,13412,134
10,98116,27,0.01,9811,98
10,973998,270,0.01,97399,973
10,91097,25,0.01,9109,91
10,1904,0,0.01,190,1
10,943922,262,0.01,94392,943
10,57580,15,0.01,5758,57
10,65635,18,0.01,6563,65
10,20742,5,0.01,2074,20
10,133753,37,0.01,13375,133
10,492404,136,0.01,49240,492
10,130414,36,0.01,13041,130
10,92327,25,0.01,9232,92
10,2992,0,0.01,299,2
10,81032,22,0.01,8103,81
10,17734,4,0.01,1773,17
10,88169,24,0.01,8816,88
10,186501,51,0.01,18650,186
10,60645,16,0.01,6064,60
10,49163,13,0.01,4916,49
10,421410,117,0.01,42141,421
10,27747,7,0.01,2774,27
10,96781,26,0.01,9678,96
10,564612,156,0.01,56461,564
10,315298,87,0.01,31529,315
10,24956,6,0.01,2495,24
10,73748,20,0.01,7374,73
10,160372,44,0.01,16037,160
10,82767,22,0.01,8276,82
10,103824,28,0.01,10382,103
10,41678,11,0.01,4167,41
10,109043,30,0.01,10904,109
10,46316,12,0.01,4631,46
10,138559,38,0.01,13855,138
10,43386,12,0.01,4338,43
10,92014,25,0.01,9201,92
10,1837,0,0.01,183,1
10,101250,28,0.01,10125,101
10,9365,2,0.01,936,9
10,26303,7,0.01,2630,26
10,136837,38,0.01,13683,136
10,89188,24,0.01,8918,89
10,118103,32,0.01,11810,118
10,111807,31,0.01,11180,111
10,124777,34,0.01,12477,124
10,7146,1,0.01,714,7
10,638131,177,0.01,63813,638
10,5997,1,0.01,599,5
10,47452,13,0.01,4745,47
10,93361,25,0.01,9336,93
10,90778,25,0.01,9077,90
10,16379,4,0.01,1637,16
10,68575,19,0.01,6857,68
10,90189,25,0.01,9018,90
10,126559,35,0.01,12655,126
10,117441,32,0.01,11744,117
10,46139,12,0.01,4613,46
10,5034,1,0.01,503,5
10,120358,33,0.01,12035,120
10,94922,26,0.01,9492,94
10,128829,35,0.01,12882,128
10,617278,171,0.01,61727,617
10,128193,35,0.01,12819,128
10,224388,62,0.01,22438,224
10,2377,0,0.01,237,2
10,56909,15,0.01,5690,56
10,88939,24,0.01,8893,88
10,699649,194,0.01,69964,699
10,95140,26,0.01,9514,95
10,125864,34,0.01,12586,125
10,604536,167,0.01,60453,604
10,24021,6,0.01,2402,24
10,74275,20,0.01,7427,74
10,105782,29,0.01,10578,105
10,91664,25,0.01,9166,91
10,63068,17,0.01,6306,63
10,114536,31,0.01,11453,114
10,79493,22,0.01,7949,79
10,8429,2,0.01,842,8
10,33155,9,0.01,3315,33
10,82949,23,0.01,8294,82
10,773128,214,0.01,77312,773
10,113978,31,0.01,11397,113
10,49785,13,0.01,4978,49
10,343788,95,0.01,34378,343
10,760882,211,0.01,76088,760
10,46430,12,0.01,4643,46
10,538100,149,0.01,53810,538
10,115425,32,0.01,11542,115
10,108295,30,0.01,10829,108
10,24927,6,0.01,2492,24
10,81657,22,0.01,8165,81
10,2465,0,0.01,246,2
10,63566,17,0.01,6356,63
10,129348,35,0.01,12934,129
10,27122,7,0.01,2712,27
10,78159,21,0.01,7815,78
10,8278,2,0.01,827,8
10,286639,79,0.01,28663,286
10,32980,9,0.01,3298,32
10,32340,8,0.01,3234,32
10,118271,32,0.01,11827,118
10,436729,121,0.01,43672,436
10,696387,193,0.01,69638,696
10,67302,18,0.01,6730,67
10,41973,11,0.01,4197,41
10,14061,3,0.01,1406,14
10,116691,32,0.01,11669,116
10,41453,11,0.01,4145,41
10,103238,28,0.01,10323,103
10,85313,23,0.01,8531,85
10,34200,9,0.01,3420,34
10,83449,23,0.01,8344,83
10,123663,34,0.01,12366,123
10,41073,11,0.01,4107,41
10,142179,39,0.01,14217,142
10,99867,27,0.01,9986,99
10,118410,32,0.01,11841,118
10,83983,23,0.01,8398,83
10,32945,9,0.01,3294,32
10,294749,81,0.01,29474,294
10,475774,132,0.01,47577,475
10,108478,30,0.01,10847,108
10,113503,31,0.01,11350,113
10,273041,75,0.01,27304,273
10,123347,34,0.01,12334,123
10,90594,25,0.01,9059,90
10,19378,5,0.01,1937,19
10,17798,4,0.01,1779,17
10,68335,18,0.01,6833,68
10,91498,25,0.01,9149,91
10,809745,224,0.01,80974,809
10,124218,34,0.01,12421,124
10,56598,15,0.01,5659,56
10,142448,39,0.01,14244,142
10,23129,6,0.01,2312,23
10,75633,21,0.01,7563,75
10,103393,28,0.01,10339,103
10,91618,25,0.01,9161,91
10,120770,33,0.01,12077,120
10,86891,24,0.01,8689,86
10,68069,18,0.01,6806,68
10,139757,38,0.01,13975,139
10,655161,181,0.01,65516,655
10,29992,8,0.01,2999,29
10,71195,19,0.01,7119,71
10,71186,19,0.01,7118,71
10,245462,68,0.01,24546,245
10,21310,5,0.01,2131,21
10,472879,131,0.01,47287,472
10,75855,21,0.01,7585,75
10,81309,22,0.01,8130,81
10,125456,34,0.01,12545,125
10,13773,3,0.01,1377,13
10,106911,29,0.01,10691,106
10,96260,26,0.01,9626,96
10,2690,0,0.01,269,2
10,223838,62,0.01,22383,223
10,29262,8,0.01,2926,29
10,203130,56,0.01,20313,203
10,84338,23,0.01,8433,84
10,291207,80,0.01,29120,291
10,23900,6,0.01,2390,23
10,13266,3,0.01,1326,13
10,55554,15,0.01,5555,55
10,347783,96,0.01,34778,347
10,38723,10,0.01,3872,38
10,8724,2,0.01,872,8
10,67670,18,0.01,6767,67
10,25173,6,0.01,2517,25
10,84311,23,0.01,8431,84
10,94006,26,0.01,9400,94
10,65848,18,0.01,6584,65
10,127968,35,0.01,12796,127
10,82945,23,0.01,8294,82
10,40740,11,0.01,4074,40
10,104173,28,0.01,10417,104
10,476959,132,0.01,47695,476
10,70404,19,0.01,7040,70
10,7470,2,0.01,747,7
10,136307,37,0.01,13630,136
10,108816,30,0.01,10881,108
10,102747,28,0.01,10274,102
10,30440,8,0.01,3044,30
10,111163,30,0.01,11116,111
10,85064,23,0.01,8506,85
10,59068,16,0.01,5906,59
10,987510,274,0.01,98751,987
10,65210,18,0.01,6521,65
10,39416,10,0.01,3941,39
10,239843,66,0.01,23984,239
10,63261,17,0.01,6326,63
10,66673,18,0.01,6667,66
10,50088,13,0.01,5008,50
10,18889,5,0.01,1888,18
10,28114,7,0.01,2811,28
10,97136,26,0.01,9713,97
10,897545,249,0.01,89754,897
10,16143,4,0.01,1614,16
10,8270,2,0.01,827,8
10,98395,27,0.01,9839,98
10,454349,126,0.01,45434,454
10,65537,18,0.01,6553,65
10,62938,17,0.01,6293,62
10,66043,18,0.01,6604,66
10,111315,30,0.01,11131,111
10,84500,23,0.01,8450,84
10,130835,36,0.01,13083,130
10,82826,23,0.01,8282,82
10,114961,31,0.01,11496,114
10,83720,23,0.01,8372,83
10,59243,16,0.01,5924,59
10,139917,38,0.01,13991,139
10,40013,11,0.01,4001,40
10,55184,15,0.01,5518,55
10,107067,29,0.01,10706,107
10,35935,9,0.01,3593,35
10,20418,5,0.01,2041,20
10,137039,38,0.01,13703,137
10,91978,25,0.01,9197,91
10,485716,134,0.01,48571,485
10,28831,8,0.01,2883,28
10,341990,94,0.01,34199,341
10,18540,5,0.01,1854,18
10,51329,14,0.01,5132,51
10,66739,18,0.01,6673,66
10,13555,3,0.01,1355,13
10,51488,14,0.01,5148,51
10,91777,25,0.01,9177,91
10,346653,96,0.01,34665,346
10,33179,9,0.01,3317,33
10,674497,187,0.01,67449,674
10,21068,5,0.01,2106,21
10,15461,4,0.01,1546,15
10,53337,14,0.01,5333,53
10,102244,28,0.01,10224,102
10,85345,23,0.01,8534,85
10,71795,19,0.01,7179,71
10,45310,12,0.01,4531,45
10,48614,13,0.01,4861,48
10,10496,2,0.01,1049,10
10,124969,34,0.01,12496,124
10,57746,16,0.01,5774,57
10,141158,39,0.01,14115,141
10,67787,18,0.01,6778,67
10,27840,7,0.01,2784,27
10,118264,32,0.01,11826,118
10,41008,11,0.01,4100,41
10,80124,22,0.01,8012,80
10,52212,14,0.01,5221,52
10,111286,30,0.01,11128,111
10,586672,162,0.01,58667,586
10,431654,119,0.01,43165,431
10,356103,98,0.01,35610,356
10,12292,3,0.01,1229,12
10,2134,0,0.01,213,2
10,97131,26,0.01,9713,97
10,63712,17,0.01,6371,63
10,72217,20,0.01,7221,72
10,301498,83,0.01,30149,301
10,9419,2,0.01,941,9
10,83552,23,0.01,8355,83
10,87067,24,0.01,8706,87
10,40238,11,0.01,4023,40
10,27367,7,0.01,2736,27
10,39867,11,0.01,3986,39
10,66730,18,0.01,6673,66
10,36575,10,0.01,3657,36
10,105078,29,0.01,10507,105
10,57650,16,0.01,5765,57
10,20026,5,0.01,2002,20
10,30580,8,0.01,3058,30
10,51280,14,0.01,5128,51
10,65855,18,0.01,6585,65
10,11032,3,0.01,1103,11
10,15406,4,0.01,1540,15
10,38229,10,0.01,3822,38
10,30900,8,0.01,3090,30
10,106228,29,0.01,10622,106
10,74620,20,0.01,7462,74
10,72966,20,0.01,7296,72
10,112938,31,0.01,11293,112
10,60596,16,0.01,6059,60
10,111854,31,0.01,11185,111
10,892412,247,0.01,89241,892
10,62450,17,0.01,6245,62
10,91794,25,0.01,9179,91
10,73769,20,0.01,7376,73
10,60787,16,0.01,6078,60
10,934339,259,0.01,93433,934
10,16724,4,0.01,1672,16
10,90098,25,0.01,9009,90
10,76922,21,0.01,7692,76
10,97373,27,0.01,9737,97
10,92486,25,0.01,9248,92
10,59790,16,0.01,5979,59
10,620183,172,0.01,62018,620
10,17777,4,0.01,1777,17
10,128608,35,0.01,12860,128
10,95886,26,0.01,9588,95
10,138573,38,0.01,13857,138
10,229628,63,0.01,22962,229
10,93607,26,0.01,9360,93
10,945255,262,0.01,94525,945
10,659699,183,0.01,65969,659
10,61407,17,0.01,6140,61
10,102218,28,0.01,10221,102
10,7691,2,0.01,769,7
10,59324,16,0.01,5932,59
10,58115,16,0.01,5811,58
10,108149,30,0.01,10814,108
10,20615,5,0.01,2061,20
10,134587,37,0.01,13458,134
10,62403,17,0.01,6240,62
10,105501,29,0.01,10550,105
10,55574,15,0.01,5557,55
10,56983,15,0.01,5698,56
10,705472,195,0.01,70547,705
10,54085,15,0.01,5408,54
10,98842,27,0.01,9884,98
10,130130,36,0.01,13013,130
10,142842,39,0.01,14284,142
10,47479,13,0.01,4747,47
10,431940,119,0.01,43194,431
10,59520,16,0.01,5952,59
10,11022,3,0.01,1102,11
10,8694,2,0.01,869,8
10,578622,160,0.01,57862,578
10,107171,29,0.01,10717,107
10,57813,16,0.01,5781,57
10,98391,27,0.01,9839,98
10,76063,21,0.01,7606,76
10,74753,20,0.01,7475,74
10,116305,32,0.01,11630,116
10,61889,17,0.01,6188,61
10,90238,25,0.01,9023,90
10,120348,33,0.01,12034,120
10,56355,15,0.01,5635,56
10,63343,17,0.01,6334,63
10,127638,35,0.01,12763,127
10,79194,21,0.01,7919,79
10,94887,26,0.01,9488,94
10,25864,7,0.01,2586,25
10,50174,13,0.01,5017,50
10,92877,25,0.01,9287,92
10,74241,20,0.01,7424,74
10,619193,171,0.01,61919,619
10,27646,7,0.01,2764,27
10,17107,4,0.01,1710,17
10,51624,14,0.01,5162,51
10,12856,3,0.01,1285,12
10,131735,36,0.01,13173,131
10,10790,2,0.01,1079,10
10,135474,37,0.01,13547,135
10,120537,33,0.01,12053,120
10,113093,31,0.01,11309,113
10,961382,267,0.01,96138,961
10,311771,86,0.01,31177,311
10,43453,12,0.01,4345,43
10,76803,21,0.01,7680,76
10,583656,162,0.01,58365,583
10,115241,32,0.01,11524,115
10,26377,7,0.01,2637,26
10,95823,26,0.01,9582,95
10,22741,6,0.01,2274,22
10,124674,34,0.01,12467,124
10,75551,20,0.01,7555,75
10,132814,36,0.01,13281,132
10,224982,62,0.01,22498,224
10,7873,2,0.01,787,7
10,61127,16,0.01,6112,61
10,66862,18,0.01,6686,66
10,36153,10,0.01,3615,36
10,74221,20,0.01,7422,74
10,52525,14,0.01,5252,52
10,229443,63,0.01,22944,229
10,31304,8,0.01,3130,31
10,69683,19,0.01,6968,69
10,64160,17,0.01,6416,64
10,79401,22,0.01,7940,79
10,578730,160,0.01,57873,578
10,589107,163,0.01,58910,589
10,35001,9,0.01,3500,35
10,59261,16,0.01,5926,59
10,96106,26,0.01,9610,96
10,18828,5,0.01,1882,18
10,65610,18,0.01,6561,65
10,94913,26,0.01,9491,94
10,123379,34,0.01,12337,123
10,106712,29,0.01,10671,106
10,12358,3,0.01,1235,12
10,84423,23,0.01,8442,84
10,28030,7,0.01,2803,28
10,114658,31,0.01,11465,114
10,67651,18,0.01,6765,67
10,119604,33,0.01,11960,119
10,315277,87,0.01,31527,315
10,34962,9,0.01,3496,34
10,575874,159,0.01,57587,575
10,868920,241,0.01,86892,868
10,66386,18,0.01,6638,66
10,23211,6,0.01,2321,23
10,94225,26,0.01,9422,94
10,426983,118,0.01,42698,426
10,13701,3,0.01,1370,13
10,61990,17,0.01,6199,61
10,40472,11,0.01,4047,40
10,66806,18,0.01,6680,66
10,49193,13,0.01,4919,49
10,17294,4,0.01,1729,17
10,16278,4,0.01,1627,16
10,954346,265,0.01,95434,954
10,75650,21,0.01,7565,75
10,262488,72,0.01,26248,262
10,40322,11,0.01,4032,40
10,125166,34,0.01,12516,125
10,117411,32,0.01,11741,117
10,59559,16,0.01,5955,59
10,40931,11,0.01,4093,40
10,6875,1,0.01,687,6
10,75927,21,0.01,7592,75
10,104464,29,0.01,10446,104
10,45594,12,0.01,4559,45
10,95891,26,0.01,9589,95
10,11262,3,0.01,1126,11
10,28196,7,0.01,2819,28
10,14110,3,0.01,1411,14
10,2404,0,0.01,240,2
10,393166,109,0.01,39316,393
10,79307,22,0.01,7930,79
10,88022,24,0.01,8802,88
10,860760,239,0.01,86076,860
10,132987,36,0.01,13298,132
10,225936,62,0.01,22593,225
10,137721,38,0.01,13772,137
10,14934,4,0.01,1493,14
10,115428,32,0.01,11542,115
10,106796,29,0.01,10679,106
10,88420,24,0.01,8842,88
10,91353,25,0.01,9135,91
10,85388,23,0.01,8538,85
10,435161,120,0.01,43516,435
10,72967,20,0.01,7296,72
10,42312,11,0.01,4231,42
10,135223,37,0.01,13522,135
10,75992,21,0.01,7599,75
10,30310,8,0.01,3031,30
10,114264,31,0.01,11426,114
10,39080,10,0.01,3908,39
10,103259,28,0.01,10325,103
10,137464,38,0.01,13746,137
10,141228,39,0.01,14122,141
10,131679,36,0.01,13167,131
10,59437,16,0.01,5943,59
10,26109,7,0.01,2610,26
10,51734,14,0.01,5173,51
10,40809,11,0.01,4080,40
10,47287,13,0.01,4728,47
10,2781,0,0.01,278,2
10,93904,26,0.01,9390,93
10,51476,14,0.01,5147,51
10,61837,17,0.01,6183,61
10,88344,24,0.01,8834,88
10,68555,19,0.01,6855,68
10,79556,22,0.01,7955,79
10,6444,1,0.01,644,6
10,88932,24,0.01,8893,88
10,126789,35,0.01,12678,126
10,51911,14,0.01,5191,51
10,665242,184,0.01,66524,665
10,10996,3,0.01,1099,10
10,43028,11,0.01,4302,43
10,118562,32,0.01,11856,118
10,32266,8,0.01,3226,32
10,807185,224,0.01,80718,807
10,61489,17,0.01,6148,61
10,363045,100,0.01,36304,363
10,99263,27,0.01,9926,99
10,68779,19,0.01,6877,68
10,21320,5,0.01,2132,21
10,103212,28,0.01,10321,103
10,64198,17,0.01,6419,64
10,15714,4,0.01,1571,15
10,35831,9,0.01,3583,35
10,389659,108,0.01,38965,389
10,27523,7,0.01,2752,27
10,93679,26,0.01,9367,93
10,112139,31,0.01,11213,112
10,38020,10,0.01,3802,38
10,113087,31,0.01,11308,113
10,141910,39,0.01,14191,141
10,84246,23,0.01,8424,84
10,10914,3,0.01,1091,10
10,185478,51,0.01,18547,185
10,137571,38,0.01,13757,137
10,93072,25,0.01,9307,93
10,35779,9,0.01,3577,35
10,611303,169,0.01,61130,611
10,598263,166,0.01,59826,598
10,16524,4,0.01,1652,16
10,41359,11,0.01,4135,41
10,14989,4,0.01,1498,14
10,94908,26,0.01,9490,94
10,80971,22,0.01,8097,80
10,65326,18,0.01,6532,65
10,148226,41,0.01,14822,148
10,100673,27,0.01,10067,100
10,137084,38,0.01,13708,137
10,13071,3,0.01,1307,13
10,140676,39,0.01,14067,140
10,19873,5,0.01,1987,19
10,804205,223,0.01,80420,804
10,573621,159,0.01,57362,573
10,125261,34,0.01,12526,125
10,141083,39,0.01,14108,141
10,5380,1,0.01,538,5
10,114239,31,0.01,11423,114
10,120266,33,0.01,12026,120
10,34725,9,0.01,3472,34
10,52718,14,0.01,5271,52
10,129272,35,0.01,12927,129
10,55467,15,0.01,5546,55
10,480814,133,0.01,48081,480
10,13332,3,0.01,1333,13
10,103252,28,0.01,10325,103
10,44323,12,0.01,4432,44
10,143593,39,0.01,14359,143
10,86283,23,0.01,8628,86
10,16885,4,0.01,1688,16
10,349516,97,0.01,34951,349
10,138399,38,0.01,13839,138
10,29003,8,0.01,2900,29
10,135463,37,0.01,13546,135
10,47236,13,0.01,4723,47
10,18378,5,0.01,1837,18
10,491474,136,0.01,49147,491
10,18109,5,0.01,1810,18
10,26569,7,0.01,2656,26
10,138345,38,0.01,13834,138
10,717614,199,0.01,71761,717
10,16304,4,0.01,1630,16
10,39615,11,0.01,3961,39
10,470948,130,0.01,47094,470
10,937229,260,0.01,93722,937
10,12434,3,0.01,1243,12
10,120769,33,0.01,12076,120
10,823502,228,0.01,82350,823
